"Video_id","Video_title","Published_at","Duration","Video_type","View_count","Like_count","Comment_count"
lglIQkCHO0g,Do Men Lie About Their Height?,2023-02-14 21:00:14.000,00:00:47,Short,617043644,22200685,30405
f0c7pSCoZqE,"I Put 1,000,000,000 Christmas Lights On A House (World Record)",2020-12-23 21:00:06.000,00:11:22,Normal,135593387,3001783,105625
dg2Ag3e8W-Q,I Opened A Restaurant That Pays You To Eat At It,2020-12-19 22:00:03.000,00:09:32,Normal,207953244,5195843,723194
tVWWp1PqDus,"100 Boys Vs 100 Girls For $500,000",2022-07-23 20:00:09.000,00:16:53,Normal,309737262,5050738,136089
"3jS_yEK8qVI",World’s Most Dangerous Escape Room!,2022-01-29 21:00:01.000,00:08:01,Normal,292008551,5565254,129302
ktyJIj6i4Qw,"If You Can Carry $1,000,000 You Keep It!",2021-07-24 20:00:59.000,00:10:07,Normal,272289179,3944205,78987
Dc2ZRmuH5OM,"Steal This $100,000 Diamond, You Keep It",2020-11-28 21:00:04.000,00:14:03,Normal,233035648,3692495,92196
GLoeAJUcz38,"Press This Button To Win $100,000!",2020-11-14 21:00:02.000,00:15:11,Normal,368474935,4872722,93226
SZQhgExjBvQ,I Survived 24 Hours Straight In Ice,2020-10-29 20:17:44.000,00:11:34,Normal,184857349,4271257,192641
IoZri9hq7z4,I Uber’d People And Let Them Keep The Car,2020-10-24 20:00:01.000,00:14:11,Normal,155730010,4243560,85935
RCvnytndd9c,"Last To Leave VR Wins $20,000",2019-06-08 20:00:01.000,00:14:18,Normal,170681394,3291047,93714
ha4tRQwKIUg,I Bought Everything In A Store - Challenge,2019-05-18 20:05:02.000,00:16:56,Normal,172312762,4342406,179991
d1010B3sKNQ,Surviving 24 Hours Straight In A Rain Forest,2019-09-21 21:00:00.000,00:13:09,Normal,148459408,2741396,73291
npDey6_9YRs,"Anything You Can Carry, I'll Pay For #2",2019-09-06 20:00:00.000,00:13:59,Normal,93686015,1763139,34797
HPJKxAhLw5I,"Planting 20,000,000 Trees, My Biggest Project Ever!",2019-10-25 19:01:01.000,00:07:23,Normal,120576904,4543427,159990
"59AYXzCa-Cs",I Built The World's Largest Lego Tower,2020-06-06 20:00:01.000,00:13:56,Normal,223287262,3660779,77076
OAbP-V6fEVc,I Broke Into A House,2020-06-25 20:00:00.000,00:14:02,Normal,212791565,3977417,197582
YQDDm9HLkV4,I Adopted EVERY Dog In A Dog Shelter,2020-07-23 20:00:11.000,00:16:04,Normal,285231343,5005780,206914
UQtltNZ_pjs,I Won Every Prize At A Theme Park,2019-08-15 19:59:59.000,00:13:22,Normal,190291762,3032779,67636
YSoJPA8-oHc,If You Click This Video I'll Give My Friend .001$,2020-05-23 21:01:02.000,00:17:21,Normal,230708314,7557527,170564
Ims5p6wjW9s,"Last To Take Hand Off Boat, Keeps It",2019-10-19 20:06:01.000,00:16:48,Normal,137895263,2157942,57038
HBMmK1c44sE,I Spent 24 Hours In A Doomsday Bunker,2020-04-11 20:00:00.000,00:11:59,Normal,230671872,3427757,79082
oBYbxw8f5OI,"Giving $1,000,000 Of Food To People In Need",2020-03-27 20:00:05.000,00:12:29,Normal,70203682,1951769,64519
F4Y3Pkn95GI,"I Ate A $70,000 Golden Pizza",2020-02-29 21:00:22.000,00:12:36,Normal,287667281,4453978,110328
QxGVgXf_LNk,"Going Through The Same Drive Thru 1,000 Times",2019-10-05 20:00:08.000,00:15:38,Normal,320955325,5278109,132692
"0DaMUhgcAqo",Destroying My Friend's Car And Surprising Him With A New One,2019-08-10 20:00:00.000,00:14:43,Normal,116358621,2867914,60982
NS3hse9ezik,"Last To Leave Ramen Noodle Pool Wins $20,000",2019-09-13 20:00:05.000,00:14:32,Normal,78936939,1605051,43595
RwnN2FVaHmw,"Last to Stop Swinging Wins $1,000,000 (Part 2)",2019-11-30 21:00:03.000,00:13:03,Normal,148917743,2384814,80546
KSKJKLmAqpI,"Lambo Race, Winner Keeps Lambo",2020-02-08 21:00:02.000,00:14:48,Normal,153051743,2758556,54863
"0NGWT9COcEI","I Gave My Brother 24 Hours To Spend $100,000",2019-08-31 20:00:01.000,00:13:08,Normal,109944990,2597138,56608
bTrV5v7GLcQ,"Last To Leave Pool Of $20,000 Keeps It",2019-08-24 20:00:01.000,00:16:39,Normal,188527010,3359763,81538
"3LLnjRLrvLU",I Opened A Free Car Dealership,2019-08-29 20:00:00.000,00:15:20,Normal,160898201,3560756,136973
n6qc4LHN2KQ,I Opened The World's First FREE Store,2019-06-15 20:00:00.000,00:14:51,Normal,99014528,2398267,76092
fWcSBWadolA,"Paying People $10,000 To Eat Ghost Pepper",2019-06-01 20:05:01.000,00:14:46,Normal,41007439,1113871,34486
"2eFSU7TFOnk",Spending 24 Hours On Top Of A Mountain,2019-06-13 20:00:01.000,00:15:24,Normal,235605524,4111771,116543
oI6aXhowFDY,"Get Every Boy Scout Badge, Win $10,000",2020-01-25 21:00:01.000,00:13:38,Normal,131673386,2312402,45732
gL6iSCSHjco,"Last To Leave Roller Coaster Wins $20,000 - Challenge",2019-08-17 20:00:00.000,00:15:07,Normal,169297501,3067036,66436
Rj_vssRaZlQ,I Ate The World’s Largest Slice Of Pizza,2020-08-01 20:00:02.000,00:08:03,Normal,339222956,4978808,138443
erQ_9yEz0ls,"$1 vs $100,000 Firework!",2020-07-03 21:00:20.000,00:11:09,Normal,271395179,5580672,182640
al6130OD1Ck,"Donating $100,000 To Random Streamers",2019-09-28 20:29:58.000,00:14:46,Normal,67778818,1919457,42437
Z9WQy9jEY8M,"Giving 10,000 Presents To Kids For Christmas",2019-12-23 21:00:04.000,00:13:48,Normal,83263733,3156714,170166
bs0SWXbty18,"Spending $1,000,000 In 24 Hours",2019-12-21 21:00:01.000,00:15:10,Normal,211551165,4894060,127643
yeqARWqjkps,"Last To Take Hand Off $1,000,000 Keeps It",2019-12-19 21:00:12.000,00:15:17,Normal,153394103,3452271,295143
wMuYiLby3-s,"Last To Stop Riding Bike Wins $1,000,000 (Part 4)",2019-12-14 20:59:57.000,00:11:45,Normal,69099395,1504622,91348
NbaWrbJDr48,"Last To Leave Toilet Wins $1,000,000 (Part 3)",2019-12-07 21:11:07.000,00:15:46,Normal,105288130,1962077,48623
sfv1QaRzJg8,I Ordered Pizza And Tipped The House,2019-12-05 21:00:02.000,00:12:50,Normal,166056625,4446295,105594
X1jMMFOqxEw,"$50,000 Game Of Extreme Hide And Seek - Challenge",2019-11-28 21:00:01.000,00:13:48,Normal,170829464,3122955,50989
ORUX1lHbOa8,I Opened A FREE BANK,2019-11-23 21:00:17.000,00:10:52,Normal,130093419,3050787,94109
LU_xVr4b2qM,"Going Around A Ferris Wheel 1,000 Times Straight",2019-11-16 21:00:47.000,00:12:56,Normal,135871252,2638835,49839
tQ4m4zD7BBA,"Last To Fall Wins $1,000,000 (Part 1)",2019-11-14 21:00:31.000,00:16:57,Normal,170451524,3168646,56552
D9lVNzyhYnc,Surviving 24 Hours Straight In The Bermuda Triangle,2019-11-09 21:00:55.000,00:11:41,Normal,278759460,4557347,101055
jokVbbLqV_E,"I Spent $100,000 On Lottery Tickets And Won!",2019-10-31 20:00:02.000,00:15:10,Normal,58689189,1436537,29824
TOcGSwJBPMQ,I Spent 24 Hours Straight At Area 51,2019-08-02 21:00:01.000,00:15:15,Normal,201902155,4071292,101008
ajJbMGq9AS4,"Youtube ""Freinds""",2015-05-23 01:28:10.000,00:04:39,Normal,113802,1689,218
lBYC4_Lccjw,Surviving 24 Hours On A Deserted Island,2019-08-22 20:00:07.000,00:13:52,Normal,218646491,3697842,80737
r7zJ8srwwjk,I Spent 50 Hours In Solitary Confinement,2020-05-30 20:10:08.000,00:15:52,Normal,344452620,5104435,116691
gsWPpE4Rid0,Videos I Could Not Upload...,2020-04-30 20:00:08.000,00:13:32,Normal,176634119,4141072,65599
AiGKBNGlzHo,I Ran A Marathon In The World's Largest Shoes,2020-03-21 20:00:02.000,00:13:49,Normal,189358419,3536975,70224
_mdKvblL_8s,"$70,000 Extreme Hide And Seek - Challenge",2020-03-13 20:00:04.000,00:17:21,Normal,163132440,2811837,66931
yXWw0_UfSFg,Anything You Can Fit In The Circle I’ll Pay For,2020-03-07 21:00:00.000,00:19:43,Normal,341986292,5338262,113298
AA-VpIj8F5Y,"Last To Stop Running Wins $20,000",2019-06-06 20:00:00.000,00:14:58,Normal,125063148,2392033,65710
YyhKdOCwD7s,"24 Hours In The Most Haunted Place On Earth",2019-05-30 20:07:01.000,00:15:07,Normal,157505276,3169002,139589
xRwy_rKc7gI,"Last To Leave World's Largest Bowl Of Cereal Wins $10,000",2019-05-15 21:05:01.000,00:15:42,Normal,271706334,3542108,87614
IYVjOfoU3uI,I Gave My Credit Card To Random People,2020-02-01 21:00:01.000,00:16:48,Normal,203699527,4138105,97507
fY-LA3YaZ_M,"How I Gained 15,000,000 Subscribers In 1 Year",2020-01-03 21:10:01.000,00:06:34,Normal,19804542,893977,39517
"0hVZOJCYBBM",Important Youtube Announcement (please watch),2019-12-28 21:00:06.000,00:02:35,Normal,39902317,2409582,124619
"1SwVSTKFCsc","Spending $40,000 In One Hour Challenge",2018-11-17 21:06:02.000,00:14:03,Normal,45038632,929131,54283
ZPuEUe_8SRM,"Giving My 10,000,000th Subscriber 10,000,000 ___",2018-11-13 21:05:04.000,00:18:19,Normal,29927334,813100,32009
P4qWhSZ7_WA,Things That SHOULDN'T Be Sold On Amazon,2018-09-21 22:06:01.000,00:14:06,Normal,153104981,2294535,55674
"7zi0bi-RDj4","Eating A $10,000 Golden Steak (24k Gold)",2019-01-11 22:05:00.000,00:16:30,Normal,165990645,2455501,89180
sESRuTyfsEk,I Spent 24 Hours Straight In Prison - Challenge,2018-12-19 21:05:02.000,00:13:01,Normal,120374878,2119206,73827
"9vB-48kHbBU",I Built A Giant House Using Only Legos,2018-12-02 20:05:01.000,00:13:49,Normal,65399784,1031740,48518
xhIYirjB4Yc,"Giving $10,000 To Random People And Saying Nothing",2019-04-30 20:00:06.000,00:15:59,Normal,83945814,1853980,49508
HfJMs4mrSJM,Molten Lava Vs Giant Ice Block Experiment,2019-04-27 20:00:02.000,00:07:38,Normal,101176406,1856302,41041
gKVZz4kcuns,"$10,000 Games Of Rock Paper Scissors",2018-11-04 21:05:02.000,00:12:52,Normal,18677156,511338,24945
"3ix_gbcubTo","Last To Leave Slime Pit Wins $20,000 - Challenge",2018-11-30 21:11:01.000,00:17:50,Normal,152889406,2422893,73184
UlUcwJc5nBs,"Surprising My 8,000,000th Subscriber With 8,000,000 ___",2018-09-19 20:05:01.000,00:18:52,Normal,37465519,583584,18281
qAW6CE7_bFM,"I Donated $25,000 To Random Kids Streaming Fortnite",2018-09-14 20:09:01.000,00:17:37,Normal,66604005,1326033,39687
tBEBc4KQVsU,I Hope This Magic Trick Works,2018-09-11 21:13:59.000,00:16:22,Normal,43737619,713749,18749
-0zoWMSEOGg,"I Gave My 6,000,000th Subscriber 6,000,000 ____",2018-07-25 21:11:00.000,00:18:33,Normal,17758221,393488,31949
WRzIuC2MKOU,"Can 1,000 Fans At Max Speed Push A Car?",2018-07-17 21:41:02.000,00:11:53,Normal,28838233,618591,36409
nywT2SenPIo,"Last To Remove Hand, Gets Lamborghini Challenge",2018-11-02 20:05:01.000,00:19:45,Normal,98074075,1720317,73484
tYHTVjfShOA,"Anything You Can Carry, I'll Pay For Challenge",2019-04-20 20:00:03.000,00:15:09,Normal,95005563,1795715,90239
XaxhLbxZ13k,Last To Take Hand Off House Keeps It!,2019-01-08 21:05:00.000,00:17:30,Normal,103627153,1688400,44326
mGIpOtncmSM,"Saying Pewdiepie 100,000 Times",2018-11-25 21:07:01.000,11:48:40,Normal,26790377,1685615,166317
xBP9EUQIkNs,"You Pick The Right Cup, You Win $100,000!",2018-10-28 20:06:01.000,00:17:35,Normal,36330858,971350,35192
bFZdU9dr4OM,Rocket League In Real Life!,2018-09-01 21:08:58.000,00:12:55,Normal,28847108,538362,16072
"6_im_hGxGRk",Spending 24 Hours Straight Under Water Challenge,2018-08-24 22:09:00.000,00:15:11,Normal,146321308,3572052,105412
L8nh1wuXTbI,"I Gave Him One Hour To Spend $100,000!",2019-01-01 21:05:01.000,00:13:45,Normal,84019070,1649820,68120
"9-HphHIJS9c","How I Gave Away $1,000,000",2018-12-25 21:05:01.000,00:15:14,Normal,14580430,487013,33561
QapO3maXd9k,Donating $10000 To Pewdiepie,2018-12-16 21:05:02.000,00:15:15,Normal,47447190,1721998,48937
qZNxvnQv0h4,I Bought Every Billboard In My City For This,2018-10-26 21:06:02.000,00:15:31,Normal,38882878,1308894,104766
uE6gud1voDs,"Ordering Water Then Tipping $30,000",2018-10-23 20:11:02.000,00:11:45,Normal,46553191,1205778,46284
VqnQ-0q2gb4,Destroyed Friend's House And Bought Him A New One,2018-11-24 21:06:01.000,00:14:38,Normal,44002960,1126973,67615
b91vrgVY-ZQ,"Attempting The Impossible Maze - $10,000 Challenge",2018-08-15 21:08:59.000,00:19:47,Normal,57171923,1003815,32029
JTQcIR2ZxU4,Homeless Man Buys A Lamborghini,2019-04-18 20:05:00.000,00:14:20,Normal,207422316,4400230,81222
xpNeg0hPZIs,Playing Battleship With Real Ships,2019-04-06 20:05:58.000,00:15:32,Normal,38549312,1008703,34274
f0M64XpmTz8,"I Spent $50,000 On Lottery Tickets And Won ____",2018-10-19 21:05:02.000,00:16:54,Normal,31448668,744293,33152
"984NGLLYDUg","20,000 Magnets Vs A Car",2019-01-14 22:05:00.000,00:12:03,Normal,34529203,767507,23352
Gz3yak1cl-8,"Last To Leave Circle Wins $10,000 - Challenge",2018-10-12 22:05:04.000,00:16:36,Normal,99365230,1679038,58848
"9GD6hbqu2oM",I Spent 24 Hours Straight In Slime,2018-10-09 20:05:02.000,00:14:38,Normal,44215912,931955,32606
GUWGsIVEMSQ,"Surprising Tfue With $10,000 Live - Fortnite",2018-10-04 20:07:01.000,00:15:23,Normal,75863095,1538427,47069
"52ubXjlVzUY","Donating $100,000 To A Random Fortnite Streamer",2018-08-05 22:00:00.000,00:22:57,Normal,53795614,1112384,50382
XHb7g6yuGgE,Moving 10 Pounds Using ONLY Sound,2018-08-02 21:09:00.000,00:13:46,Normal,46006009,1208990,49692
rH1D_3G56DY,Returning Destroyed Rental Cars Prank,2018-07-27 21:09:00.000,00:10:30,Normal,37489190,620445,17336
wDqJZ_2ZA3A,"I Spent $30,000 On Lottery Tickets And Won ____",2018-09-28 21:05:00.000,00:15:34,Normal,17395608,425385,21540
"71VpdDb8e6U","Last Youtuber To Leave Wins $100,000 - Challenge",2018-12-12 21:00:02.000,00:24:39,Normal,106987866,2159119,94308
Su34c5Z8DW4,I Put Millions Of Pennies In My Friends Backyard,2018-12-08 21:05:02.000,00:14:41,Normal,190970525,2855423,64254
e5DqdX-7_g4,Surprising TFue With A Fortnite Battle Bus In Real Life,2018-12-07 22:11:00.000,00:14:25,Normal,103437966,1885956,62871
"3TflpIllQHY",I Put 100 Million Orbeez In My Friend's Backyard,2018-11-22 21:08:01.000,00:14:45,Normal,259788350,5539256,145323
nd-bwvNB7YA,Destroying My Friend's Car And Surprising Him With A New One - Slime,2018-08-28 22:08:59.000,00:16:11,Normal,122661815,2498277,66963
RywkkwO78m8,Flat Earth PROVEN By Independent Research,2018-09-22 20:05:01.000,00:11:52,Normal,29061449,792703,132992
"2Pvt8awds44",Walking Up To Random People With 100 StormTroopers,2018-04-11 22:09:01.000,00:10:04,Normal,20305478,500965,37975
n9BbAfbsyj0,"I Donated $10,000 If They Said This Word (Twitch Streamers)",2018-04-04 22:19:00.000,00:13:05,Normal,20155894,553513,21726
WZ2rYlVxt4g,"Giving My 4,000,000th Subscriber 4,000,000 Cookies",2018-04-02 22:09:01.000,00:10:41,Normal,13428428,340778,24015
XE9pUM9MEFA,I Built A Working Car Using Only LEGOS,2018-06-23 21:09:58.000,00:12:24,Normal,75412336,1640380,98465
Fbl3E_XCQfA,Trying To Fly Using Only Leaf Blowers,2018-03-01 23:09:03.000,00:13:02,Normal,18470146,427214,28281
"3iaDrpKdaIc",I Ubered Random People In A Tank,2018-07-11 21:16:00.000,00:10:04,Normal,30280506,859949,42846
MC5h-ShR-S8,"We Drove 3,000 Miles For The World's Best Burger",2018-06-09 21:13:59.000,00:13:49,Normal,55408776,1222213,93573
zE3FLbpu9-Q,"I Donated $40,000 To A Random Twitch Fortnite Streamer (world record)",2018-04-21 21:07:02.000,00:21:17,Normal,24636086,629462,28867
ln9aLVd__8w,"Can 100,000 Pieces Of Paper Stop A Bullet?",2017-12-06 22:46:59.000,00:12:39,Normal,26041804,480050,55867
"93s1JECSy60","Giving My Mom $100,000 (Proudest Day Of My Life)",2017-12-02 21:10:08.000,00:11:08,Normal,32651374,1547900,44905
YR6Wh2Zy9jE,"2,256 Miles In One Uber Ride (World Record)",2017-10-28 22:30:00.000,00:10:08,Normal,43976504,1111257,42317
dp8IaLrZpGs,"I Gave My 5,000,000th Subscriber 5,000,000 ______",2018-06-08 22:36:59.000,00:11:31,Normal,11377902,292048,18900
"97Gh93Daio0",I Made Money Grow On Trees,2018-06-01 22:09:00.000,00:10:34,Normal,17396839,428511,35847
t4OumncEiKo,I Took Apart My Friends Car And Put It In His Room,2018-05-25 22:41:59.000,00:10:16,Normal,15969365,315883,12150
uBC7805Smsg,"I Gave $500,000 To Random People",2018-05-11 22:40:59.000,00:15:03,Normal,15261445,452234,30495
d8pJkuSp1iI,How Many Toy Cars Does It Take To Pull A Real Car?,2018-05-04 22:08:58.000,00:11:48,Normal,41400129,758670,26507
"5PCxQSMOl3o",i'm really sorry,2017-10-26 21:30:00.000,00:03:11,Normal,5978691,203897,10031
Izmibu7dxcs,Destroying My Friend's Car And Surprising Him With A New One,2018-04-13 22:21:00.000,00:15:12,Normal,39373375,625804,35439
Ejou8aa5eZk,How Many Rubber Bands Does It Take To Snap A Safe?,2018-05-22 22:14:01.000,00:10:16,Normal,37450112,909274,43922
"5qzAVMe_SnM",Hi Me In Two Years (Made Two Years Ago),2017-10-04 21:30:00.000,00:01:50,Normal,13829626,598731,38101
zAAXW7ySu1k,"Tipping Uber Drivers $10,000",2017-08-30 22:40:02.000,00:11:14,Normal,4677099,127683,7981
dFr5YQaQQdo,"I Gave $20,000 To People From An Ice Cream Truck",2018-05-02 22:11:00.000,00:13:42,Normal,14823474,346120,20917
xBLxMfO3pDw,$10000 Ice Sculpture Vs Flame,2018-05-01 22:09:00.000,00:15:09,Normal,23964593,502469,29438
vETSAZgfDP4,I Flew Using Only Balloons AND Leaf Blowers,2018-04-23 22:09:02.000,00:11:18,Normal,32861619,650184,44243
sx5k8xd_VoU,Going To The Connor McGregor fight!,2017-08-28 20:31:04.000,00:05:42,Normal,6143912,229140,11035
uotb9ZHnI2g,"Tipping Pizza Delivery Guys $10,000",2017-08-23 21:44:24.000,00:10:27,Normal,23192872,699400,39543
_FX6rml2Yjs,"Saying Logan Paul 100,000 Times",2017-08-19 14:00:58.000,17:06:07,Normal,23756534,929903,108226
kupaqq-xJ_8,"Donating $10,000 To Random Twitch Streamers",2017-08-15 19:20:09.000,00:14:42,Normal,10888945,226242,17565
Lx9fRu5ehFo,We Are Better Than Dude Perfect,2017-06-24 18:40:12.000,00:02:37,Normal,28444804,665276,37511
KcsRxHwGz7A,Every Challenge I've Ever Done,2017-06-23 18:31:22.000,23:48:06,Normal,966266,29971,4535
ZJwX2jTXWwQ,Watching It's Everyday Bro For 10 Hours Straight,2017-06-17 21:06:02.000,10:00:11,Normal,28499255,823552,69539
N_GMakKf7G4,"Giving A Random Homeless Man $10,000",2017-06-15 23:10:02.000,00:10:02,Normal,11430569,565488,33678
"63gyUQ_JeOE",Toothpaste Life Hacks YOU SHOULD KNOW,2017-06-13 22:30:01.000,00:04:22,Normal,19796973,495655,15016
koRKIlRQj4g,I Built A Mansion Using Only Cardboard Boxes,2018-03-20 22:50:00.000,00:07:08,Normal,25950361,572790,23150
XKFKPQHdWRI,Breaking Glass Using Only Megaphones,2018-03-17 22:22:47.000,00:08:54,Normal,54438097,1399708,74097
yuGEB4ZZdUQ,Tying My Shoes In Every State (World Record),2018-03-16 22:09:02.000,00:15:10,Normal,18189847,452382,40746
sg_XFT4K3N4,"I Dropped $20,000 From A Drone",2018-03-08 00:13:02.000,00:11:45,Normal,7844081,247878,16979
szt8xabJoSo,"Donating $10,000 To Fortnite Streamers If They Win",2018-03-03 23:21:02.000,00:14:31,Normal,11396914,273215,15581
yzGmnjDFuZE,"I Donated $30,000 To My Favorite Twitch Streamer (ninja)",2018-02-21 23:19:01.000,00:11:17,Normal,36819797,856737,38232
op0N7axawJA,"I Gave $20,000 To Random Homeless People",2018-02-17 00:40:00.000,00:10:56,Normal,47749679,1300015,72138
l_huIWJBhJM,I Bought An Expensive Car Using Only $1 Bills,2018-02-13 23:10:01.000,00:10:29,Normal,37771131,1074005,35003
"7ALCsEyn3mg",I Bought The World's Most Expensive Apps ($10k),2018-02-08 23:35:00.000,00:10:19,Normal,27126221,757932,24630
CvMRiR4k49Y,We Delivered 100 Pizzas To Random Houses,2018-02-02 23:12:01.000,00:10:03,Normal,9230314,227560,10834
g2rbhIB-ITM,"I Donated $30,000 To A Random Twitch Streamer (world record)",2018-01-28 00:11:02.000,00:18:26,Normal,32940393,1050362,54234
nLpqZEAFnkE,I Bought A Car Using Only Pennies,2018-01-25 23:10:03.000,00:12:08,Normal,26671002,718615,37965
sirrTXiPFmw,I Bought One Snickers Bar From Every Walmart,2018-01-13 23:15:01.000,00:10:08,Normal,45152096,1115463,69133
nRkwuTOESCc,Donating Big Donations To Twitch Streamers!!!,2018-01-11 22:37:00.000,00:18:38,Normal,27811852,579956,35955
AS6WMS_Bemg,I Can't Believe I Found This Stuff On Amazon..,2017-12-22 23:19:10.000,00:07:08,Normal,31404762,1185370,23567
wMn8d7IeCYM,"Saying ""Keep Net Neutrality"" For 10 Hours",2017-12-17 20:37:34.000,10:00:02,Normal,2461084,84924,9757
VwWV4JelEzY,Walking Into Random Stores With 100 Dinosaurs,2018-03-22 22:43:02.000,00:10:12,Normal,33887911,893868,44102
Pe3pGsCeYXg,"Giving 3,000,000 Pennies To My 3,000,000th Subscriber",2018-02-22 23:14:03.000,00:10:10,Normal,8885890,235132,21738
ehEuczQUh8E,Pulling Cars Over Using A Toy Police Car,2018-05-13 21:10:01.000,00:13:17,Normal,24812038,540747,18387
d7QmQtNwhcU,"Can 1,000 Rolls Of Duct Tape Stop A Car??",2018-04-30 22:09:00.000,00:10:23,Normal,27020828,543993,24254
CWK6an4mYL0,"I Tipped Waitresses $20,000",2018-03-30 21:09:03.000,00:12:24,Normal,15033993,355177,19419
wbzD04leeLI,Do Water Repellent Shoes Actually Work?,2018-06-22 22:11:00.000,00:11:38,Normal,132887819,2000264,63701
BMZP4CtphaU,Life Hacks You Need To Know,2017-12-08 22:49:10.000,00:06:50,Normal,7412664,200938,10575
Er6QUQZbv0w,Breaking The Law,2017-07-09 21:20:50.000,00:03:56,Normal,32254710,830051,33481
"4KVmSG6KS2k","Giving Homeless People $1,000 (Not Clickbait)",2017-06-28 22:00:02.000,00:08:47,Normal,6687772,229129,18775
RPcXg2-0ejw,Bleach Bottle Flips (COP CALLED),2016-10-09 20:06:23.000,00:04:43,Normal,1252609,55292,3084
"8D3vI1615K4",Fidget Spinner Vs Face (Legit Had To Get Stitches),2017-05-02 23:30:00.000,00:07:07,Normal,44908508,1671316,88664
PJyWmlWNor8,WHY DO THEY SELL THIS ON AMAZON?,2016-12-18 02:00:04.000,00:08:31,Normal,8871811,712838,12992
KzwTYZ2W3ZA,Microwaving A Microwave,2016-12-09 02:45:18.000,00:09:05,Normal,11916587,438376,41063
BKJy7BFP3Is,WHERE IS MY COOKIE?????,2016-04-24 21:31:29.000,00:02:42,Normal,132544,12522,1210
dSDBr0WjrwQ,"Reading The Entire Bee Movie Script But Everytime They Say ""Bee"" I Repeat All the Previous Bees",2016-11-25 01:43:37.000,01:30:59,Normal,11031158,215370,11778
DbC9CauTXoM,THE WORST THINGS EVER TO EXIST,2016-11-19 00:40:47.000,00:04:40,Normal,3821728,326141,18064
qjGNBluF6_I,WORST REVIEWS ON AMAZON #2 HOW IS THIS LEGAL?,2016-07-02 20:30:01.000,00:04:50,Normal,1208336,45813,5023
xWcldHxHFpo,"I Counted To 100,000!",2017-01-09 00:00:39.000,23:48:07,Normal,33886115,1543752,138804
"5bCyFf8lSfk",Worst Thumbnails On Youtube #2 - Cringe,2016-04-10 22:00:00.000,00:02:13,Normal,297629,10279,552
dJCsc_Cq9i4,BEST WALMART TOILET PAPER FORT,2016-08-24 21:00:01.000,00:04:16,Normal,1483890,50568,2985
bqpKlkPpT10,"100 LAYERS OF SARAN WRAP + TOILET PAPER!!",2016-08-23 21:01:56.000,00:07:43,Normal,3380698,139150,6762
G4qOiwIE_o0,HOW MUCH MONEY DO YOUTUBERS MAKE?,2016-08-14 20:20:03.000,00:03:25,Normal,3158328,151222,5451
Wyyqz3OxB5c,MY $1000 KEYBOARD CHANGED MY LIFE,2016-11-03 21:32:53.000,00:03:33,Normal,13460571,352271,7762
yozl6enFC-w,THE WORST SONG ON YOUTUBE *CRINGE*,2016-08-08 20:00:02.000,00:04:08,Normal,854390,42117,6638
dEOlvTqYUNo,#1 MOST INSANE MAGNET LIFE HACK EVER,2017-03-24 21:40:17.000,00:05:09,Normal,26318091,518360,17857
jtOalDNVrKM,I Can't Break My Strange Addiction,2017-03-19 21:45:07.000,00:04:45,Normal,1977307,95666,8795
"9fa_JYTPZ2Y",IF YOU ONLY SEE ORANGE YOU'RE COLOR BLIND,2016-12-05 02:21:43.000,00:03:53,Normal,1850283,92455,7558
VXmKt_1T0QM,Struggles Of Being A Youtuber,2016-04-19 21:30:01.000,00:03:14,Normal,161579,5789,1184
YH1-fDzHHpo,we are number one but every one is a bad intro,2016-12-25 00:00:00.000,00:03:41,Normal,1996178,56200,8184
ntlG5XgYg4k,Microwaving A Microwave Microwaving A Toaster,2016-12-23 00:00:04.000,00:14:17,Normal,4992946,89498,14918
KO8B2kw_Jxs,I BOUGHT A 1000$ KEYBOARD,2016-10-25 21:06:50.000,00:06:21,Normal,1647982,38413,2789
LP_mGU3CgXk,SURPRISING MY BROTHER WITH A LAPTOP,2016-08-07 19:35:12.000,00:02:56,Normal,1944213,127297,4533
NEDPgQYhbqs,IF ONLINE ADS WERE REAL,2016-10-16 20:30:00.000,00:04:36,Normal,9908090,574771,17604
TIIU1ivhLKs,WORST REVIEWS ON AMAZON #4 *FUNNY*,2016-08-21 21:17:07.000,00:03:23,Normal,1661706,123830,3543
jhYG5BStQSk,Hi Me In A Year (Scheduled Uploaded A Year Ago),2016-10-04 21:00:01.000,00:01:59,Normal,1855189,58145,4875
e-If_d_bzfI,POKEMON GO STEREOTYPES,2016-07-14 17:36:53.000,00:03:27,Normal,2334387,64519,2724
"5J6-5g2alp8","100,000 SUBSCRIBERS.EXE",2016-07-08 20:00:00.000,00:04:26,Normal,1601447,84572,8559
wTIPpjUgAFE,Epic New Gaming And Youtube Setup 2016,2016-09-30 22:32:04.000,00:05:00,Normal,431163,15291,927
TLoDwqQF5ug,BLOWING UP MY TABLET,2016-07-01 20:30:01.000,00:02:32,Normal,188219,7686,1276
CHdy9wND1jo,REACTING TO MY OLD MINECRAFT VIDEOS (HORRIBLE),2016-06-19 20:36:36.000,00:08:43,Normal,1357797,35479,2740
"9LiS_3HEErU",HOW TO MAKE A GOOD INTRO FOR YOUTUBE,2016-06-14 20:51:19.000,00:03:04,Normal,193824,6164,1364
hRj5qNfkdO0,WORST BANNERS ON YOUTUBE #1,2016-06-13 21:13:33.000,00:03:36,Normal,690354,19143,3614
ocruJKe2tFk,"50,000 Subscribers.exe",2016-06-11 21:01:16.000,00:03:35,Normal,623373,23754,3563
